lokasi,harga,jenis_properti,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,luas_tanah,luas_bangunan
"Medan Sunggal, Medan",21.12873094572124,Rumah,3.0,3.0,0.0,6.251903883165888,5.707110264748875
"Medan Helvetia, Medan",20.125428838008972,Rumah,3.0,3.0,0.0,5.093750200806762,4.875197323201151
"Medan Kota, Medan",20.985630102183134,Ruko,0.0,0.0,0.0,4.174387269895637,5.262690188904886
"Medan Johor, Medan",20.9055873945737,Rumah,3.0,2.0,0.0,5.111987788356544,4.890349128221754
"Medan Denai, Medan",21.311052502404085,Rumah,4.0,4.0,0.0,5.017279836814924,4.61512051684126
"Medan Baru, Medan",21.976028805727495,Rumah,4.0,3.0,2.0,5.993961427306569,5.303304908059076
"Medan Timur, Medan",18.064005814299346,Ruko,0.0,0.0,0.0,4.795790545596741,5.602118820879701
"Medan Timur, Medan",20.41945438391976,Rumah,2.0,2.0,0.0,3.9318256327243257,4.663439094112067
"Medan Johor, Medan",20.29248292239242,Rumah,3.0,2.0,0.0,4.394449154672439,4.61512051684126
"Medan Tembung, Medan",20.617905322399697,Rumah,3.0,3.0,1.0,4.394449154672439,3.9318256327243257
"Medan Sunggal, Medan",21.365119723645122,Rumah,4.0,2.0,1.0,5.017279836814924,5.3981627015177525
"Medan Selayang, Medan",20.352202157004854,Rumah,2.0,1.0,0.0,4.330733340286331,4.007333185232471
"Medan Helvetia, Medan",20.29248292239242,Rumah,2.0,2.0,0.0,4.3694478524670215,5.278114659230517
"Medan Barat, Medan",21.416413018006356,Ruko,0.0,0.0,0.0,4.174387269895637,5.41610040220442
"Medan Barat, Medan",21.338451476577184,Ruko,0.0,0.0,0.0,4.290459441148391,5.37989735354046
"Medan Timur, Medan",20.661390434292155,Rumah,3.0,3.0,1.0,4.174387269895637,5.153291594497779
"Medan Barat, Medan",21.639556569220566,Ruko,0.0,0.0,0.0,5.017279836814924,5.929589143389895
"Medan Timur, Medan",20.617905322399697,Rumah,3.0,2.0,1.0,4.174387269895637,5.262690188904886
"Medan Barat, Medan",21.311052502404085,Rumah,2.0,0.0,0.0,4.48863636973214,4.890349128221754
"Medan Selayang, Medan",20.524814899442084,Rumah,3.0,2.0,1.0,4.663439094112067,4.465908118654584
"Medan Selayang, Medan",20.524814899442084,Rumah,3.0,2.0,1.0,4.663439094112067,4.465908118654584
"Medan Selayang, Medan",20.524814899442084,Rumah,3.0,2.0,1.0,4.663439094112067,4.465908118654584
"Medan Sunggal, Medan",21.416413018006356,Ruko,0.0,0.0,0.0,4.584967478670572,5.707110264748875
"Medan Selayang, Medan",21.253894088596816,Rumah,5.0,3.0,0.0,5.303304908059076,5.493061443340548
"Medan Sunggal, Medan",21.716517610327063,Rumah,4.0,6.0,0.0,4.795790545596741,5.707110264748875
"Medan Maimun, Medan",22.109560198316302,Rumah,4.0,4.0,2.0,5.159055299214529,5.5254529391317835
"Medan Amplas, Medan",20.589734445464746,Rumah,3.0,3.0,1.0,4.219507705176107,4.394449154672439
"Medan Johor, Medan",20.125428838008972,Rumah,3.0,2.0,1.0,4.51085950651685,4.442651256490317
"Medan Timur, Medan",20.337603357605015,Rumah,2.0,2.0,1.0,4.143134726391533,4.836281906951478
"Medan Amplas, Medan",21.04534933684016,Rumah,4.0,3.0,1.0,4.442651256490317,4.875197323201151
"Medan Timur, Medan",21.282881625453264,Ruko,0.0,3.0,0.0,4.77912349311153,5.198497031265826
"Medan Perjuangan, Medan",20.985630102183134,Rumah,3.0,3.0,1.0,4.51085950651685,4.51085950651685
"Medan Sunggal, Medan",21.12873094572124,Rumah,3.0,2.0,0.0,5.14166355650266,4.795790545596741
"Medan Perjuangan, Medan",20.985630102183134,Rumah,3.0,3.0,1.0,4.51085950651685,4.51085950651685
"Medan Helvetia, Medan",21.886416647064593,Rumah,3.0,3.0,0.0,5.081404364984463,5.484796933490655
"Medan Perjuangan, Medan",20.985630102183134,Rumah,3.0,3.0,1.0,4.51085950651685,4.51085950651685
"Medan Timur, Medan",21.59873457471698,Ruko,0.0,0.0,0.0,5.14166355650266,5.860786223465865
"Medan Johor, Medan",19.729013566305248,Rumah,2.0,1.0,0.0,4.290459441148391,3.828641396489095
"Medan Selayang, Medan",19.755681813316283,Rumah,2.0,1.0,0.0,4.290459441148391,4.110873864173311
"Medan Kota, Medan",20.888780276271444,Rumah,0.0,0.0,0.0,4.290459441148391,4.795790545596741
"Medan Marelan, Medan",19.804471977360404,Rumah,2.0,1.0,1.0,4.290459441148391,4.290459441148391
"Medan Barat, Medan",21.639556569220566,Ruko,0.0,0.0,0.0,4.727387818712341,5.733341276897746
"Medan Selayang, Medan",22.920490414393743,Ruko,0.0,6.0,0.0,5.765191102784844,6.763884908562435
"Medan Perjuangan, Medan",21.09482939406855,Rumah,3.0,3.0,1.0,4.61512051684126,4.330733340286331
"Medan Petisah, Medan",20.72326583794641,Ruko,0.0,2.0,0.0,4.204692619390966,4.174387269895637
"Medan Perjuangan, Medan",21.09482939406855,Rumah,3.0,3.0,1.0,4.61512051684126,4.330733340286331
"Medan Barat, Medan",21.02337043013749,Ruko,0.0,3.0,0.0,4.174387269895637,5.017279836814924
"Medan Perjuangan, Medan",21.09482939406855,Rumah,3.0,3.0,1.0,4.61512051684126,4.330733340286331
"Medan Timur, Medan",21.511723197765228,Rumah,3.0,3.0,1.0,4.290459441148391,3.8918202981106265
"Medan Timur, Medan",21.193269466817146,Ruko,0.0,0.0,0.0,4.795790545596741,5.638354669333745
"Medan Perjuangan, Medan",21.465203182151978,Ruko,0.0,0.0,0.0,4.653960350157523,5.666426688112432
"Medan Area, Medan",21.253894088596816,Ruko,0.0,0.0,0.0,4.532599493153256,5.771441123130016
"Medan Maimun, Medan",21.253894088596816,Ruko,0.0,0.0,0.0,4.859812404361672,5.262690188904886
"Medan Barat, Medan",20.9055873945737,Rumah,0.0,0.0,0.0,4.574710978503383,4.859812404361672
"Medan Kota, Medan",21.976028805727495,Ruko,0.0,2.0,0.0,5.262690188904886,6.175867270105761
"Medan Kota, Medan",21.12873094572124,Ruko,0.0,4.0,0.0,4.454347296253507,5.198497031265826
"Medan Barat, Medan",19.74243658660135,Rumah,0.0,0.0,0.0,4.174387269895637,4.653960350157523
"Medan Barat, Medan",20.880269586610776,Apartemen,2.0,2.0,0.0,4.356708826689592,4.356708826689592
"Medan Timur, Medan",20.334657847379596,Rumah,2.0,2.0,0.0,3.8066624897703196,4.394449154672439
"Medan Timur, Medan",20.617905322399697,Rumah,0.0,0.0,0.0,3.8918202981106265,6.336825731146441
"Medan Helvetia, Medan",20.94640938906062,Rumah,4.0,3.0,0.0,4.6913478822291435,4.59511985013459
"Medan Timur, Medan",20.560746908625106,Rumah,0.0,0.0,0.0,3.9318256327243257,4.836281906951478
"Medan Timur, Medan",21.282881625453264,Rumah,4.0,3.0,1.0,4.77912349311153,5.198497031265826
"Medan Perjuangan, Medan",20.253262209300676,Rumah,1.0,1.0,0.0,4.007333185232471,4.976733742420574
"Medan Baru, Medan",22.59506801400185,Rumah,8.0,3.0,0.0,6.456769655572163,5.993961427306569
"Medan Tembung, Medan",20.671972543611492,Ruko,0.0,1.0,0.0,4.605170185988092,4.605170185988092
"Medan Tembung, Medan",20.671972543611492,Ruko,0.0,1.0,0.0,4.605170185988092,4.605170185988092
"Medan Tembung, Medan",20.671972543611492,Ruko,0.0,1.0,0.0,4.605170185988092,4.605170185988092
"Medan Sunggal, Medan",21.05973807428191,Ruko,0.0,3.0,0.0,4.290459441148391,5.37989735354046
"Medan Marelan, Medan",20.9055873945737,Ruko,0.0,0.0,0.0,5.303304908059076,4.574710978503383
"Medan Timur, Medan",20.985630102183134,Ruko,0.0,3.0,0.0,4.672828834461906,4.174387269895637
"Medan Marelan, Medan",21.05973807428191,Rumah,4.0,1.0,0.0,5.579729825986222,5.579729825986222
"Medan Marelan, Medan",21.416413018006356,Rumah,4.0,4.0,0.0,5.1298987149230735,5.3981627015177525
"Medan Selayang, Medan",21.90192083359575,Rumah,7.0,3.0,0.0,6.4457198193855785,6.4457198193855785
"Medan Barat, Medan",21.886416647064593,Apartemen,2.0,2.0,0.0,4.61512051684126,4.61512051684126
"Medan Sunggal, Medan",21.253894088596816,Ruko,0.0,3.0,0.0,4.574710978503383,4.174387269895637
"Medan Marelan, Medan",20.9055873945737,Rumah,1.0,1.0,0.0,6.447305862541213,6.447305862541213
"Medan Barat, Medan",20.9055873945737,Ruko,0.0,3.0,0.0,4.48863636973214,4.48863636973214
"Medan Deli, Medan",20.29248292239242,Rumah,3.0,2.0,0.0,4.04305126783455,3.8918202981106265
"Medan Johor, Medan",20.985630102183134,Rumah,3.0,2.0,0.0,4.51085950651685,5.602118820879701
"Medan Helvetia, Medan",23.12116110983569,Ruko,0.0,3.0,0.0,6.111467339502679,5.37989735354046
"Medan Petisah, Medan",23.362323166633097,Ruko,0.0,0.0,0.0,6.595780513961311,5.517452896464707
"Medan Timur, Medan",20.21244021484709,Rumah,2.0,2.0,0.0,3.970291913552122,4.653960350157523
"Medan Area, Medan",21.416413018006356,Rumah,5.0,4.0,0.0,4.912654885736052,4.912654885736052
"Medan Barat, Medan",21.391095210034887,Ruko,0.0,2.0,0.0,4.653960350157523,5.262690188904886
"Medan Barat, Medan",21.282881625453264,Rumah,3.0,3.0,0.0,4.110873864173311,5.241747015059643
"Medan Sunggal, Medan",20.64854229182806,Rumah,4.0,3.0,0.0,4.330733340286331,5.017279836814924
"Medan Kota, Medan",21.770584831577846,Rumah,2.0,3.0,0.0,4.875197323201151,5.327876168789581
"Medan Marelan, Medan",19.6146032154551,Rumah,2.0,1.0,0.0,4.060443010546419,3.828641396489095
"Medan Sunggal, Medan",20.9055873945737,Ruko,0.0,3.0,0.0,4.174387269895637,5.262690188904886
"Medan Timur, Medan",20.72326583794641,Rumah,4.0,2.0,0.0,4.51085950651685,5.093750200806762
"Medan Amplas, Medan",20.95437755870345,Rumah,4.0,3.0,0.0,4.51085950651685,4.875197323201151
"Medan Helvetia, Medan",20.9055873945737,Rumah,3.0,2.0,0.0,4.442651256490317,4.6913478822291435
"Medan Helvetia, Medan",21.349204268347666,Rumah,4.0,5.0,0.0,4.553876891600541,5.3981627015177525
"Medan Selayang, Medan",20.977908056095185,Ruko,0.0,0.0,0.0,4.74493212836325,5.459585514144159
"Medan Barat, Medan",21.391095210034887,Ruko,0.0,2.0,0.0,4.653960350157523,5.262690188904886
"Medan Perjuangan, Medan",21.247994366473108,Ruko,0.0,0.0,0.0,4.276666119016055,5.459585514144159
"Medan Barat, Medan",21.59873457471698,Apartemen,1.0,2.0,0.0,4.143134726391533,4.143134726391533
"Medan Helvetia, Medan",20.70815220015159,Rumah,3.0,2.0,1.0,4.3694478524670215,4.948759890378168
"Medan Tembung, Medan",20.589734445464746,Rumah,3.0,3.0,1.0,3.713572066704308,3.713572066704308
"Medan Tembung, Medan",20.589734445464746,Rumah,3.0,3.0,1.0,3.713572066704308,3.713572066704308
"Medan Tembung, Medan",20.589734445464746,Rumah,3.0,3.0,1.0,3.713572066704308,3.713572066704308
"Medan Tembung, Medan",20.589734445464746,Rumah,3.0,3.0,1.0,3.713572066704308,3.713572066704308
"Medan Petisah, Medan",21.89883916705929,Ruko,0.0,0.0,0.0,4.406719247264253,5.556828061699537
"Medan Johor, Medan",21.365119723645122,Rumah,4.0,4.0,1.0,5.236441962829949,5.707110264748875
"Medan Barat, Medan",21.465203182151978,Ruko,0.0,3.0,0.0,4.174387269895637,5.666426688112432
"Medan Kota, Medan",22.29188175506859,Ruko,0.0,1.0,0.0,4.290459441148391,5.37989735354046
"Medan Helvetia, Medan",20.27384884287646,Rumah,2.0,2.0,1.0,4.110873864173311,4.290459441148391
"Medan Helvetia, Medan",20.36659089443625,Rumah,2.0,2.0,1.0,4.48863636973214,4.454347296253507
"Medan Sunggal, Medan",20.93837721736981,Rumah,4.0,3.0,0.0,4.110873864173311,4.394449154672439
"Medan Helvetia, Medan",20.27384884287646,Rumah,2.0,2.0,1.0,4.110873864173311,4.290459441148391
"Medan Sunggal, Medan",21.391095210034887,Rumah,3.0,3.0,0.0,5.564520407322694,4.61512051684126
"Medan Maimun, Medan",21.80507100763712,Ruko,0.0,3.0,0.0,4.61512051684126,5.860786223465865
"Medan Tembung, Medan",21.253894088596816,Rumah,5.0,2.0,0.0,5.929589143389895,5.929589143389895
"Medan Tembung, Medan",20.204071965190575,Ruko,0.0,2.0,0.0,4.007333185232471,4.6913478822291435
"Medan Area, Medan",21.193269466817146,Rumah,7.0,2.0,0.0,5.442417710521793,5.846438775057725
"Medan Helvetia, Medan",20.27384884287646,Rumah,2.0,2.0,1.0,4.110873864173311,4.290459441148391
"Medan Sunggal, Medan",20.9055873945737,Ruko,0.0,5.0,0.0,4.394449154672439,5.54907608489522
"Medan Timur, Medan",20.030118658386467,Rumah,3.0,2.0,1.0,4.110873864173311,4.795790545596741
"Medan Maimun, Medan",22.28141045520349,Rumah,5.0,3.0,0.0,4.912654885736052,5.638354669333745
"Medan Baru, Medan",22.3719244627261,Rumah,7.0,4.0,3.0,5.7899601708972535,5.733341276897746
"Medan Johor, Medan",20.65605708832248,Rumah,3.0,3.0,1.0,4.51085950651685,4.7535901911063645
"Medan Selayang, Medan",22.802707378751247,Rumah,7.0,6.0,0.0,6.582025138892826,6.035481432524756
"Medan Perjuangan, Medan",19.450300164704952,Rumah,1.0,1.0,0.0,4.574710978503383,4.574710978503383
"Medan Petisah, Medan",22.920490414393743,Rumah,7.0,3.0,0.0,6.573680166960646,4.948759890378168
"Medan Tembung, Medan",21.12873094572124,Ruko,0.0,3.0,0.0,4.174387269895637,5.41610040220442
"Medan Maimun, Medan",23.191365368502776,Ruko,0.0,3.0,0.0,5.733341276897746,6.734591659972948
"Medan Perjuangan, Medan",19.450300164704952,Rumah,1.0,1.0,0.0,4.574710978503383,4.574710978503383
"Medan Helvetia, Medan",22.920490414393743,Rumah,5.0,3.0,0.0,5.993961427306569,4.61512051684126
"Medan Johor, Medan",20.818576017659826,Rumah,3.0,3.0,0.0,5.746203190540153,4.61512051684126
"Medan Amplas, Medan",20.589734445464746,Rumah,4.0,2.0,0.0,5.777652323222656,5.017279836814924
"Medan Johor, Medan",21.976028805727495,Rumah,9.0,8.0,0.0,5.707110264748875,6.2166061010848646
"Medan Tembung, Medan",19.92475814295086,Rumah,3.0,2.0,0.0,4.955827057601261,4.919980925828125
"Medan Polonia, Medan",23.767788274717454,Rumah,7.0,6.0,1.0,5.707110264748875,6.2166061010848646
"Medan Selayang, Medan",22.109560198316302,Rumah,5.0,4.0,0.0,5.953243334287785,6.2166061010848646
"Medan Tembung, Medan",20.818576017659826,Rumah,3.0,2.0,2.0,4.653960350157523,4.890349128221754
"Medan Denai, Medan",20.500122286882203,Rumah,3.0,2.0,1.0,4.51085950651685,4.795790545596741
"Medan Tembung, Medan",19.989296663949546,Rumah,2.0,1.0,0.0,4.204692619390966,3.8918202981106265
"Medan Tembung, Medan",20.59543246657289,Rumah,2.0,2.0,0.0,3.713572066704308,4.51085950651685
"Medan Timur, Medan",20.560746908625106,Rumah,2.0,2.0,0.0,4.174387269895637,4.795790545596741
"Medan Tembung, Medan",21.02337043013749,Rumah,3.0,3.0,1.0,4.48863636973214,5.1298987149230735
"Medan Helvetia, Medan",20.500122286882203,Rumah,3.0,3.0,1.0,4.795790545596741,4.976733742420574
"Medan Helvetia, Medan",21.12873094572124,Rumah,3.0,3.0,1.0,4.795790545596741,4.976733742420574
"Medan Helvetia, Medan",20.500122286882203,Rumah,3.0,3.0,1.0,4.795790545596741,4.976733742420574
"Medan Helvetia, Medan",20.500122286882203,Rumah,3.0,3.0,1.0,4.795790545596741,4.976733742420574
"Medan Helvetia, Medan",20.500122286882203,Rumah,3.0,3.0,1.0,4.795790545596741,4.976733742420574
"Medan Kota, Medan",20.29248292239242,Rumah,1.0,1.0,0.0,4.394449154672439,4.574710978503383
"Medan Denai, Medan",20.500122286882203,Rumah,3.0,2.0,1.0,4.51085950651685,4.795790545596741
"Medan Tembung, Medan",21.05973807428191,Rumah,0.0,0.0,0.0,4.48863636973214,5.220355825078324
"Medan Barat, Medan",22.59506801400185,Rumah,3.0,2.0,1.0,5.5254529391317835,5.5053315359323625
"Medan Tembung, Medan",20.985630102183134,Ruko,0.0,3.0,0.0,4.48863636973214,5.262690188904886
"Medan Barat, Medan",20.671972543611492,Apartemen,1.0,1.0,0.0,3.7376696182833684,3.7376696182833684
"Medan Tembung, Medan",23.431316038115288,Ruko,0.0,12.0,0.0,5.54907608489522,6.799055862058796
"Medan Sunggal, Medan",19.97882536410418,Apartemen,1.0,1.0,0.0,3.2188758248682006,3.2188758248682006
"Medan Sunggal, Medan",20.58400377076233,Apartemen,2.0,1.0,0.0,3.8918202981106265,3.8918202981106265
"Medan Tembung, Medan",20.21244021484709,Rumah,3.0,3.0,0.0,4.795790545596741,4.61512051684126
"Medan Barat, Medan",21.465203182151978,Apartemen,3.0,3.0,0.0,4.532599493153256,4.532599493153256
"Medan Helvetia, Medan",20.195633096558954,Rumah,4.0,2.0,0.0,4.663439094112067,4.948759890378168
"Medan Sunggal, Medan",20.617905322399697,Rumah,3.0,2.0,0.0,5.093750200806762,4.51085950651685
"Medan Amplas, Medan",19.673443715304877,Rumah,2.0,1.0,0.0,4.204692619390966,3.6109179126442243
"Medan Deli, Medan",20.020068322553165,Ruko,0.0,2.0,0.0,4.110873864173311,4.61512051684126
"Medan Deli, Medan",20.030118658386467,Ruko,0.0,2.0,0.0,4.6913478822291435,4.174387269895637
"Medan Tembung, Medan",19.450300164704952,Rumah,2.0,2.0,0.0,4.51085950651685,4.110873864173311
"Medan Selayang, Medan",20.435583765827964,Rumah,3.0,2.0,0.0,4.795790545596741,4.795790545596741
"Medan Sunggal, Medan",20.671972543611492,Rumah,3.0,3.0,0.0,5.293304824724492,5.5254529391317835
"Medan Johor, Medan",20.169880600500754,Rumah,2.0,1.0,1.0,4.51085950651685,3.9318256327243257
"Medan Sunggal, Medan",23.12116110983569,Rumah,7.0,5.0,0.0,6.569481420414296,6.68586094706836
"Medan Marelan, Medan",20.330223250318287,Rumah,3.0,2.0,2.0,4.442651256490317,4.51085950651685
"Medan Johor, Medan",19.913584842377706,Rumah,2.0,1.0,1.0,4.465908118654584,4.442651256490317
"Medan Polonia, Medan",22.73816885762201,Rumah,6.0,6.0,0.0,5.176149732573829,6.47543271670409
"Medan Selayang, Medan",21.22404112546496,Ruko,0.0,2.0,0.0,4.2626798770413155,5.3612921657094255
"Medan Selayang, Medan",19.673443715304877,Apartemen,1.0,1.0,0.0,3.2188758248682006,3.2188758248682006
"Medan Tuntungan, Medan",19.519293035953808,Rumah,2.0,1.0,0.0,4.290459441148391,3.828641396489095
"Medan Sunggal, Medan",20.435583765827964,Rumah,2.0,2.0,1.0,4.189654742026425,4.663439094112067
"Medan Sunggal, Medan",19.946737049621326,Rumah,2.0,1.0,1.0,4.3694478524670215,4.3694478524670215
"Medan Perjuangan, Medan",20.435583765827964,Rumah,2.0,2.0,0.0,3.713572066704308,4.51085950651685
"Medan Helvetia, Medan",21.752885254484713,Rumah,3.0,2.0,2.0,4.976733742420574,4.727387818712341
"Medan Barat, Medan",20.818576017659826,Rumah,3.0,3.0,0.0,4.174387269895637,5.017279836814924
"Medan Helvetia, Medan",20.59543246657289,Rumah,2.0,2.0,1.0,4.330733340286331,4.61512051684126
"Medan Timur, Medan",20.29248292239242,Rumah,3.0,2.0,0.0,3.8918202981106265,4.709530201312334
"Medan Kota, Medan",21.416413018006356,Ruko,0.0,3.0,0.0,4.68213122712422,4.68213122712422
"Medan Selayang, Medan",20.304715490809347,Rumah,3.0,2.0,1.0,4.574710978503383,4.51085950651685
"Medan Kota, Medan",22.428013929366653,Rumah,0.0,0.0,0.0,5.313205979041787,4.976733742420574
"Medan Barat, Medan",21.193269466817146,Rumah,0.0,0.0,0.0,5.707110264748875,5.823045895483019
"Medan Helvetia, Medan",22.2048703780979,Rumah,5.0,5.0,3.0,6.280395838960195,6.90875477931522
"Medan Sunggal, Medan",20.711193256724286,Rumah,3.0,3.0,0.0,4.51085950651685,4.795790545596741
"Medan Barat, Medan",20.71321550210301,Rumah,3.0,2.0,0.0,4.110873864173311,4.61512051684126
"Medan Perjuangan, Medan",20.455386393098,Rumah,2.0,2.0,1.0,3.8918202981106265,4.3694478524670215
"Medan Perjuangan, Medan",20.455386393098,Rumah,2.0,2.0,1.0,3.8918202981106265,4.3694478524670215
"Medan Perjuangan, Medan",21.639556569220566,Ruko,0.0,4.0,0.0,4.795790545596741,5.746203190540153
"Medan Perjuangan, Medan",20.455386393098,Rumah,2.0,2.0,1.0,3.8918202981106265,4.3694478524670215
"Medan Perjuangan, Medan",20.455386393098,Rumah,2.0,2.0,1.0,3.8918202981106265,4.3694478524670215
"Medan Kota, Medan",23.81430829035018,Rumah,2.0,2.0,0.0,6.670766320845874,6.670766320845874
"Medan Selayang, Medan",22.428013929366653,Rumah,4.0,4.0,1.0,6.3473892096560105,5.993961427306569
"Medan Area, Medan",20.7030631306493,Rumah,4.0,3.0,1.0,4.890349128221754,5.1298987149230735
"Medan Johor, Medan",19.755681813316283,Rumah,2.0,2.0,0.0,4.727387818712341,4.290459441148391
"Medan Helvetia, Medan",19.413932520666354,Rumah,3.0,2.0,0.0,4.1588830833596715,4.61512051684126
"Medan Tembung, Medan",21.05973807428191,Ruko,0.0,3.0,0.0,4.442651256490317,5.41610040220442
"Medan Sunggal, Medan",21.416413018006356,Ruko,0.0,4.0,0.0,4.584967478670572,5.703782474656201
"Medan Sunggal, Medan",21.416413018006356,Ruko,0.0,4.0,0.0,4.584967478670572,5.703782474656201
"Medan Helvetia, Medan",20.671972543611492,Rumah,2.0,2.0,1.0,4.174387269895637,4.795790545596741
"Medan Tembung, Medan",20.36659089443625,Ruko,0.0,2.0,0.0,4.48863636973214,5.081404364984463
"Medan Kota, Medan",20.560746908625106,Ruko,0.0,2.0,0.0,4.442651256490317,5.303304908059076
"Medan Timur, Medan",21.04534933684016,Rumah,5.0,2.0,1.0,5.5254529391317835,5.351858133476067
"Medan Maimun, Medan",20.352202157004854,Ruko,0.0,2.0,0.0,3.8918202981106265,3.8918202981106265
"Medan Sunggal, Medan",20.36659089443625,Rumah,3.0,2.0,1.0,4.290459441148391,4.454347296253507
"Medan Sunggal, Medan",22.227343233944907,Rumah,5.0,6.0,1.0,6.498282149476434,6.102558594613569
"Medan Sunggal, Medan",20.59543246657289,Rumah,3.0,2.0,1.0,4.795790545596741,4.51085950651685
"Medan Area, Medan",21.311052502404085,Ruko,0.0,3.0,0.0,3.970291913552122,5.3612921657094255
"Medan Sunggal, Medan",20.628955158574072,Rumah,3.0,2.0,1.0,4.634728988229636,4.406719247264253
"Medan Sunggal, Medan",19.76875389484946,Rumah,3.0,2.0,1.0,4.844187086458591,4.290459441148391
"Medan Selayang, Medan",22.03159865686686,Rumah,4.0,4.0,0.0,5.857933154483459,5.5254529391317835
"Medan Amplas, Medan",20.617905322399697,Rumah,4.0,3.0,0.0,4.653960350157523,4.709530201312334
"Medan Tembung, Medan",20.349299397351107,Rumah,3.0,2.0,0.0,3.912023005428146,3.912023005428146
"Medan Tembung, Medan",20.36659089443625,Ruko,0.0,2.0,0.0,4.61512051684126,4.795790545596741
"Medan Selayang, Medan",20.95437755870345,Rumah,3.0,3.0,2.0,4.51085950651685,4.836281906951478
"Medan Denai, Medan",20.107079699374445,Rumah,2.0,1.0,0.0,4.0943445622221,4.0943445622221
"Medan Sunggal, Medan",22.227343233944907,Rumah,5.0,6.0,1.0,6.456769655572163,6.102558594613569
"Medan Polonia, Medan",23.55647918106145,Rumah,0.0,0.0,0.0,6.398594934535208,5.666426688112432
"Medan Denai, Medan",20.72326583794641,Ruko,0.0,3.0,0.0,4.787491742782046,5.765191102784844
"Medan Tuntungan, Medan",21.193269466817146,Rumah,2.0,3.0,1.0,4.442651256490317,4.442651256490317
"Medan Marelan, Medan",19.432281659267208,Rumah,2.0,1.0,2.0,4.442651256490317,4.110873864173311
"Medan Barat, Medan",20.71321550210301,Rumah,3.0,2.0,0.0,4.110873864173311,4.61512051684126
"Medan Area, Medan",21.253894088596816,Rumah,3.0,4.0,1.0,4.532599493153256,5.3230099791384085
"Medan Timur, Medan",20.546528659639673,Rumah,2.0,2.0,1.0,4.442651256490317,4.948759890378168
"Medan Timur, Medan",20.069339371462824,Rumah,3.0,2.0,0.0,4.174387269895637,4.859812404361672
"Medan Kota, Medan",21.821878125947855,Ruko,0.0,5.0,0.0,4.962844630259907,4.962844630259907
"Medan Denai, Medan",21.12873094572124,Rumah,3.0,2.0,0.0,4.795790545596741,5.081404364984463
"Medan Helvetia, Medan",23.165612872402573,Rumah,5.0,7.0,1.0,5.517452896464707,6.395261598115449
"Medan Tembung, Medan",20.48500864909119,Rumah,3.0,2.0,0.0,4.330733340286331,4.330733340286331
"Medan Denai, Medan",20.522372895789516,Rumah,3.0,2.0,0.0,4.23410650459726,3.8066624897703196
"Medan Helvetia, Medan",21.391095210034887,Rumah,4.0,3.0,0.0,5.198497031265826,5.017279836814924
"Medan Helvetia, Medan",21.391095210034887,Rumah,5.0,5.0,0.0,5.1298987149230735,5.198497031265826
"Medan Helvetia, Medan",20.00991595110976,Rumah,2.0,2.0,1.0,4.672828834461906,4.110873864173311
"Medan Helvetia, Medan",20.00991595110976,Rumah,2.0,2.0,1.0,4.61512051684126,4.110873864173311
"Medan Selayang, Medan",20.187122406905534,Rumah,2.0,1.0,1.0,4.3694478524670215,3.9318256327243257
"Medan Kota, Medan",20.107079699374445,Rumah,2.0,1.0,1.0,4.51085950651685,3.9318256327243257
"Medan Selayang, Medan",20.195633096558954,Rumah,3.0,2.0,1.0,4.3694478524670215,4.394449154672439
"Medan Sunggal, Medan",20.977908056095185,Rumah,3.0,3.0,1.0,4.51085950651685,4.804021044733257
"Medan Area, Medan",20.94640938906062,Ruko,0.0,3.0,0.0,4.48863636973214,4.343805421853684
"Medan Area, Medan",21.365119723645122,Ruko,0.0,3.0,0.0,4.532599493153256,5.58724865840025
"Medan Tembung, Medan",20.030118658386467,Rumah,2.0,2.0,0.0,4.290459441148391,4.976733742420574
"Medan Timur, Medan",22.32265341372903,Rumah,3.0,2.0,0.0,6.082218910376446,5.707110264748875
"Medan Deli, Medan",20.617905322399697,Rumah,3.0,2.0,0.0,4.51085950651685,4.442651256490317
"Medan Barat, Medan",20.40168221419826,Ruko,0.0,2.0,0.0,4.04305126783455,4.875197323201151
"Medan Petisah, Medan",20.560746908625106,Ruko,0.0,3.0,1.0,3.713572066704308,4.948759890378168
"Medan Petisah, Medan",20.59543246657289,Ruko,0.0,3.0,1.0,3.713572066704308,4.948759890378168
"Medan Helvetia, Medan",21.087908951228766,Ruko,0.0,2.0,0.0,4.51085950651685,4.948759890378168
"Medan Petisah, Medan",20.59543246657289,Ruko,0.0,3.0,1.0,3.713572066704308,4.948759890378168
"Medan Sunggal, Medan",20.435583765827964,Rumah,3.0,3.0,1.0,4.663439094112067,4.51085950651685
"Medan Amplas, Medan",20.72326583794641,Rumah,3.0,2.0,0.0,4.442651256490317,4.442651256490317
"Medan Sunggal, Medan",21.05973807428191,Rumah,3.0,3.0,0.0,5.081404364984463,5.262690188904886
"Medan Johor, Medan",20.435583765827964,Rumah,2.0,2.0,0.0,5.247024072160486,5.247024072160486
"Medan Selayang, Medan",20.187122406905534,Rumah,3.0,1.0,0.0,4.6913478822291435,4.110873864173311
"Medan Sunggal, Medan",19.103777593709314,Rumah,2.0,1.0,0.0,4.290459441148391,3.828641396489095
"Medan Sunggal, Medan",20.330223250318287,Rumah,3.0,3.0,0.0,4.3694478524670215,4.663439094112067
