lokasi,harga,jenis_properti,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,luas_tanah,luas_bangunan
"Medan Helvetia, Medan",22.181880859878486,Ruko,0.0,6.0,0.0,5.081404364984463,5.953243334287785
"Medan Amplas, Medan",20.125428838008972,Rumah,3.0,3.0,0.0,4.74493212836325,4.51085950651685
"Medan Sunggal, Medan",22.004199682686252,Ruko,0.0,3.0,0.0,5.303304908059076,5.484796933490655
"Medan Sunggal, Medan",21.12873094572124,Rumah,4.0,2.0,0.0,5.583496308781699,5.017279836814924
"Medan Sunggal, Medan",21.338451476577184,Ruko,0.0,3.0,0.0,4.174387269895637,5.262690188904886
"Medan Selayang, Medan",21.787976574283668,Rumah,3.0,3.0,1.0,5.707110264748875,5.303304908059076
"Medan Timur, Medan",21.09482939406855,Ruko,0.0,3.0,0.0,4.919980925828125,5.351858133476067
"Medan Timur, Medan",21.05973807428191,Ruko,0.0,3.0,0.0,4.48863636973214,4.394449154672439
"Medan Baru, Medan",21.821878125947855,Rumah,4.0,3.0,1.0,5.993961427306569,5.303304908059076
"Medan Selayang, Medan",21.253894088596816,Rumah,5.0,5.0,1.0,5.6240175061873385,5.303304908059076
"Medan Sunggal, Medan",20.47480447892996,Rumah,3.0,2.0,0.0,4.5217885770490405,4.61512051684126
"Medan Sunggal, Medan",20.9055873945737,Rumah,3.0,3.0,1.0,4.653960350157523,4.795790545596741
"Medan Helvetia, Medan",19.79439632539704,Rumah,2.0,1.0,0.0,4.204692619390966,4.02535169073515
"Medan Maimun, Medan",23.942141661854613,Rumah,5.0,5.0,0.0,6.728628613084702,6.2166061010848646
"Medan Sunggal, Medan",22.73816885762201,Ruko,0.0,4.0,0.0,5.579729825986222,6.3578422665081
"Medan Sunggal, Medan",21.59873457471698,Rumah,4.0,3.0,0.0,6.3784261836515865,4.61512051684126
"Medan Perjuangan, Medan",20.61233427735645,Rumah,1.0,1.0,0.0,4.204692619390966,4.836281906951478
"Medan Polonia, Medan",22.109560198316302,Ruko,0.0,3.0,0.0,4.859812404361672,6.1070228877422545
"Medan Sunggal, Medan",20.435583765827964,Rumah,2.0,2.0,0.0,4.23410650459726,5.14166355650266
"Medan Timur, Medan",20.29248292239242,Rumah,4.0,2.0,0.0,4.04305126783455,4.77912349311153
"Medan Johor, Medan",19.467999741741696,Rumah,2.0,1.0,1.0,4.59511985013459,3.9318256327243257
"Medan Kota, Medan",22.33270374958051,Ruko,0.0,5.0,0.0,4.6913478822291435,5.820082930352362
"Medan Sunggal, Medan",20.078908822460658,Rumah,2.0,1.0,1.0,4.634728988229636,3.9318256327243257
"Medan Selayang, Medan",19.667713040612313,Rumah,2.0,0.0,1.0,4.290459441148391,3.828641396489095
"Medan Selayang, Medan",20.304715490809347,Rumah,2.0,3.0,1.0,4.976733742420574,4.51085950651685
"Medan Selayang, Medan",20.446193944925906,Rumah,3.0,3.0,2.0,4.948759890378168,4.61512051684126
"Medan Selayang, Medan",20.589734445464746,Rumah,3.0,3.0,1.0,4.51085950651685,4.248495242049359
"Medan Johor, Medan",21.12204195757492,Rumah,4.0,4.0,1.0,5.093750200806762,5.170483995038151
"Medan Helvetia, Medan",23.942141661854613,Rumah,4.0,3.0,1.0,5.407171771460119,5.351858133476067
"Medan Johor, Medan",20.169880600500754,Rumah,2.0,1.0,1.0,4.605170185988092,3.9318256327243257
"Medan Kota, Medan",22.86333200056033,Ruko,0.0,0.0,0.0,5.497168225293202,5.0369526024136295
"Medan Perjuangan, Medan",20.671972543611492,Ruko,0.0,0.0,0.0,4.653960350157523,5.303304908059076
"Medan Labuhan, Medan",20.0281166557198,Ruko,0.0,1.0,0.0,4.110873864173311,4.110873864173311
"Medan Labuhan, Medan",20.0281166557198,Ruko,0.0,1.0,0.0,4.110873864173311,4.110873864173311
"Medan Perjuangan, Medan",21.886416647064593,Ruko,0.0,6.0,0.0,5.262690188904886,5.8888779583328805
"Medan Sunggal, Medan",20.985630102183134,Rumah,3.0,3.0,2.0,4.574710978503383,4.795790545596741
"Medan Tembung, Medan",20.512544806865325,Rumah,3.0,3.0,1.0,3.8066624897703196,4.890349128221754
"Medan Tembung, Medan",20.512544806865325,Rumah,3.0,3.0,1.0,3.8066624897703196,4.890349128221754
"Medan Tembung, Medan",20.818576017659826,Ruko,0.0,1.0,0.0,4.04305126783455,5.1298987149230735
"Medan Tembung, Medan",20.818576017659826,Ruko,0.0,1.0,0.0,4.04305126783455,5.1298987149230735
"Medan Helvetia, Medan",21.193269466817146,Ruko,0.0,3.0,0.0,4.61512051684126,4.61512051684126
"Medan Tembung, Medan",20.330223250318287,Rumah,2.0,2.0,0.0,3.9318256327243257,4.564348191467836
"Medan Sunggal, Medan",21.311052502404085,Rumah,1.0,1.0,1.0,4.890349128221754,4.962844630259907
"Medan Sunggal, Medan",21.311052502404085,Rumah,1.0,1.0,1.0,4.890349128221754,4.962844630259907
"Medan Tuntungan, Medan",23.55647918106145,Rumah,3.0,3.0,2.0,5.198497031265826,4.709530201312334
"Medan Perjuangan, Medan",21.886416647064593,Rumah,16.0,6.0,1.0,5.262690188904886,5.8888779583328805
"Medan Timur, Medan",21.976028805727495,Rumah,4.0,4.0,1.0,6.013715156042802,5.707110264748875
"Medan Timur, Medan",21.976028805727495,Rumah,4.0,4.0,1.0,6.013715156042802,5.707110264748875
"Medan Amplas, Medan",21.02337043013749,Rumah,3.0,2.0,0.0,4.51085950651685,4.795790545596741
"Medan Perjuangan, Medan",21.311052502404085,Rumah,4.0,2.0,1.0,4.836281906951478,4.859812404361672
"Medan Baru, Medan",20.36659089443625,Rumah,2.0,2.0,0.0,3.713572066704308,4.394449154672439
"Medan Baru, Medan",20.36659089443625,Rumah,1.0,1.0,0.0,3.713572066704308,4.394449154672439
"Medan Selayang, Medan",20.1398695221377,Rumah,3.0,2.0,1.0,4.634728988229636,4.2626798770413155
"Medan Tembung, Medan",19.450300164704952,Rumah,2.0,1.0,1.0,4.290459441148391,3.828641396489095
"Medan Helvetia, Medan",20.152336290880626,Rumah,2.0,1.0,1.0,4.290459441148391,3.8501476017100584
"Medan Selayang, Medan",20.697948029987764,Rumah,3.0,3.0,0.0,4.553876891600541,4.564348191467836
"Medan Sunggal, Medan",21.365119723645122,Rumah,3.0,3.0,0.0,5.198497031265826,4.709530201312334
"Medan Johor, Medan",19.599335743370936,Rumah,2.0,1.0,0.0,4.442651256490317,3.6109179126442243
"Medan Tembung, Medan",19.999659450963613,Rumah,3.0,2.0,1.0,4.736198448394496,4.394449154672439
"Medan Baru, Medan",21.253894088596816,Ruko,0.0,3.0,0.0,4.442651256490317,5.262690188904886
"Medan Helvetia, Medan",20.21244021484709,Rumah,3.0,2.0,1.0,4.23410650459726,4.875197323201151
"Medan Johor, Medan",20.04992128564343,Rumah,3.0,2.0,1.0,4.727387818712341,4.574710978503383
"Medan Helvetia, Medan",19.755681813316283,Rumah,3.0,1.0,1.0,4.02535169073515,4.060443010546419
"Medan Area, Medan",20.94640938906062,Ruko,0.0,3.0,0.0,4.174387269895637,5.262690188904886
"Medan Kota, Medan",22.109560198316302,Ruko,0.0,5.0,0.0,4.976733742420574,6.07073772800249
"Medan Tembung, Medan",20.606732021814054,Rumah,5.0,3.0,0.0,4.442651256490317,5.579729825986222
"Medan Helvetia, Medan",20.72326583794641,Rumah,4.0,1.0,0.0,5.5053315359323625,5.327876168789581
"Medan Denai, Medan",20.671972543611492,Rumah,2.0,2.0,1.0,4.3694478524670215,4.8283137373023015
"Medan Johor, Medan",21.511723197765228,Rumah,5.0,2.0,4.0,6.0063531596017325,5.5254529391317835
"Medan Barat, Medan",21.311052502404085,Ruko,0.0,0.0,0.0,4.174387269895637,5.198497031265826
"Medan Johor, Medan",21.511723197765228,Rumah,5.0,2.0,1.0,6.0063531596017325,5.5254529391317835
"Medan Kota, Medan",22.920490414393743,Rumah,6.0,4.0,0.0,6.306275286948016,5.860786223465865
"Medan Johor, Medan",20.589734445464746,Rumah,3.0,2.0,1.0,4.9344739331306915,4.74493212836325
"Medan Tembung, Medan",21.556174960316298,Rumah,3.0,3.0,1.0,4.727387818712341,4.290459441148391
"Medan Perjuangan, Medan",20.772056002068226,Ruko,0.0,2.0,0.0,3.970291913552122,4.61512051684126
"Medan Deli, Medan",21.976028805727495,Ruko,0.0,4.0,0.0,6.410174881966167,5.993961427306569
"Medan Baru, Medan",22.66917598614458,Ruko,0.0,4.0,0.0,4.795790545596741,5.666426688112432
"Medan Kota, Medan",20.178538663228878,Ruko,0.0,2.0,0.0,4.31748811353631,4.31748811353631
"Medan Helvetia, Medan",20.57244294837462,Rumah,2.0,3.0,0.0,4.343805421853684,4.2626798770413155
"Medan Sunggal, Medan",21.416413018006356,Rumah,4.0,4.0,0.0,5.393627546352362,5.5254529391317835
"Medan Sunggal, Medan",20.72326583794641,Rumah,3.0,3.0,0.0,4.574710978503383,5.303304908059076
"Medan Selayang, Medan",21.821878125947855,Rumah,5.0,3.0,0.0,5.420534999272286,5.802118375377063
"Medan Maimun, Medan",20.671972543611492,Rumah,4.0,3.0,0.0,5.459585514144159,5.017279836814924
"Medan Sunggal, Medan",21.253894088596816,Rumah,5.0,3.0,0.0,5.717027701406222,5.5254529391317835
"Medan Kota, Medan",22.227343233944907,Ruko,0.0,4.0,0.0,4.969813299576001,5.783825182329737
"Medan Petisah, Medan",22.515025306341133,Ruko,0.0,6.0,0.0,4.6913478822291435,6.0330862217988015
"Medan Baru, Medan",22.920490414393743,Rumah,5.0,5.0,1.0,5.220355825078324,5.666426688112432
"Medan Perjuangan, Medan",20.560746908625106,Ruko,0.0,2.0,0.0,4.394449154672439,4.77912349311153
"Medan Johor, Medan",19.97882536410418,Ruko,0.0,1.0,0.0,4.174387269895637,5.262690188904886
"Medan Marelan, Medan",20.394761771363264,Rumah,3.0,2.0,0.0,5.081404364984463,4.795790545596741
"Medan Johor, Medan",19.701614592192207,Rumah,2.0,1.0,0.0,4.59511985013459,4.59511985013459
"Medan Area, Medan",21.05973807428191,Rumah,4.0,4.0,1.0,4.04305126783455,3.970291913552122
"Medan Amplas, Medan",23.362323166633097,Rumah,6.0,4.0,2.0,5.3981627015177525,5.707110264748875
"Medan Timur, Medan",22.227343233944907,Rumah,4.0,3.0,0.0,5.056245805348308,5.056245805348308
"Medan Marelan, Medan",19.502485917693924,Rumah,2.0,2.0,1.0,4.442651256490317,3.828641396489095
"Medan Polonia, Medan",22.05826690394191,Rumah,4.0,5.0,0.0,4.762173934797756,4.394449154672439
"Medan Helvetia, Medan",20.985630102183134,Rumah,0.0,0.0,0.0,4.442651256490317,4.663439094112067
"Medan Petisah, Medan",21.511723197765228,Rumah,3.0,4.0,0.0,4.844187086458591,5.351858133476067
"Medan Marelan, Medan",20.671972543611492,Rumah,3.0,3.0,0.0,4.442651256490317,4.912654885736052
"Medan Selayang, Medan",20.790924486354804,Rumah,3.0,3.0,1.0,4.574710978503383,4.59511985013459
"Medan Petisah, Medan",23.025850930040455,Rumah,5.0,5.0,0.0,5.220355825078324,4.859812404361672
"Medan Sunggal, Medan",21.193269466817146,Ruko,0.0,4.0,0.0,4.110873864173311,5.303304908059076
"Medan Perjuangan, Medan",21.253894088596816,Ruko,0.0,3.0,0.0,5.003946305945459,5.303304908059076
"Medan Petisah, Medan",20.72326583794641,Rumah,2.0,2.0,1.0,4.204692619390966,4.174387269895637
"Medan Amplas, Medan",20.530893945511075,Rumah,3.0,2.0,1.0,4.204692619390966,4.51085950651685
"Medan Tembung, Medan",20.7030631306493,Ruko,0.0,3.0,0.0,4.394449154672439,5.1298987149230735
"Medan Maimun, Medan",21.639556569220566,Rumah,5.0,3.0,1.0,4.836281906951478,4.836281906951478
"Medan Denai, Medan",20.29248292239242,Rumah,2.0,2.0,1.0,4.290459441148391,4.290459441148391
"Medan Selayang, Medan",20.500122286882203,Rumah,3.0,2.0,0.0,4.663439094112067,5.170483995038151
"Medan Timur, Medan",21.511723197765228,Rumah,3.0,3.0,1.0,4.290459441148391,3.8918202981106265
"Medan Tembung, Medan",20.44882899256044,Rumah,2.0,2.0,1.0,4.174387269895637,4.174387269895637
"Medan Kota, Medan",20.985630102183134,Rumah,4.0,3.0,1.0,4.477336814478207,4.110873864173311
"Medan Sunggal, Medan",20.72326583794641,Rumah,4.0,4.0,0.0,4.574710978503383,4.290459441148391
"Medan Selayang, Medan",20.29248292239242,Rumah,2.0,2.0,0.0,4.189654742026425,4.61512051684126
"Medan Johor, Medan",19.867599729241633,Rumah,2.0,1.0,0.0,3.8918202981106265,4.330733340286331
"Medan Helvetia, Medan",19.806975107572256,Rumah,4.0,3.0,0.0,4.941642422609304,4.61512051684126
"Medan Helvetia, Medan",20.500122286882203,Rumah,2.0,1.0,1.0,4.51085950651685,4.3694478524670215
"Medan Helvetia, Medan",20.322788271841823,Rumah,3.0,2.0,1.0,4.653960350157523,4.394449154672439
"Medan Timur, Medan",20.41945438391976,Rumah,3.0,2.0,0.0,3.9318256327243257,4.663439094112067
"Medan Timur, Medan",20.493852673876468,Rumah,2.0,2.0,0.0,4.330733340286331,4.663439094112067
"Medan Timur, Medan",20.61233427735645,Ruko,0.0,3.0,0.0,4.290459441148391,4.844187086458591
"Medan Timur, Medan",20.468373588607943,Rumah,2.0,2.0,0.0,4.02535169073515,4.663439094112067
"Medan Area, Medan",21.416413018006356,Rumah,2.0,2.0,0.0,6.126869184114185,6.126869184114185
"Medan Timur, Medan",20.560746908625106,Rumah,0.0,0.0,0.0,4.3694478524670215,4.3694478524670215
"Medan Amplas, Medan",20.435583765827964,Rumah,3.0,2.0,0.0,4.394449154672439,4.51085950651685
"Medan Selayang, Medan",19.98512129254778,Rumah,2.0,2.0,0.0,4.330733340286331,3.8918202981106265
"Medan Selayang, Medan",21.12204195757492,Rumah,4.0,3.0,0.0,4.948759890378168,5.262690188904886
"Medan Selayang, Medan",21.12204195757492,Rumah,4.0,3.0,1.0,4.948759890378168,5.262690188904886
"Medan Selayang, Medan",19.79439632539704,Rumah,2.0,1.0,0.0,4.51085950651685,3.8918202981106265
"Medan Kota, Medan",20.29248292239242,Rumah,3.0,2.0,0.0,4.110873864173311,4.574710978503383
"Medan Marelan, Medan",20.161146920547257,Rumah,2.0,1.0,1.0,4.795790545596741,4.02535169073515
"Medan Petisah, Medan",20.300145795126245,Rumah,3.0,1.0,0.0,4.3694478524670215,4.248495242049359
"Medan Kota, Medan",20.435583765827964,Rumah,0.0,2.0,0.0,4.23410650459726,4.836281906951478
"Medan Selayang, Medan",20.21244021484709,Rumah,3.0,2.0,0.0,5.117993812416755,5.081404364984463
"Medan Johor, Medan",19.467999741741696,Rumah,2.0,1.0,0.0,4.653960350157523,3.828641396489095
"Medan Deli, Medan",22.898017558544208,Rumah,4.0,5.0,1.0,5.707110264748875,5.484796933490655
"Medan Sunggal, Medan",20.985630102183134,Rumah,3.0,3.0,1.0,4.574710978503383,4.795790545596741
"Medan Kota, Medan",21.639556569220566,Apartemen,3.0,2.0,0.0,4.532599493153256,4.532599493153256
"Medan Tembung, Medan",20.48500864909119,Ruko,0.0,1.0,0.0,3.8918202981106265,4.6913478822291435
"Medan Tembung, Medan",20.48500864909119,Ruko,0.0,1.0,0.0,3.8918202981106265,4.6913478822291435
"Medan Tembung, Medan",20.48500864909119,Ruko,0.0,1.0,0.0,3.8918202981106265,4.6913478822291435
"Medan Perjuangan, Medan",20.36659089443625,Rumah,3.0,2.0,0.0,5.53338948872752,5.53338948872752
"Medan Perjuangan, Medan",21.311052502404085,Rumah,6.0,3.0,0.0,5.918893854273146,5.707110264748875
"Medan Petisah, Medan",21.815189137799294,Rumah,4.0,5.0,0.0,5.170483995038151,6.111467339502679
"Medan Timur, Medan",20.818576017659826,Rumah,3.0,3.0,0.0,5.247024072160486,4.787491742782046
"Medan Perjuangan, Medan",20.560746908625106,Rumah,4.0,2.0,0.0,5.82600010738045,4.727387818712341
"Medan Tuntungan, Medan",19.519293035953808,Ruko,0.0,1.0,0.0,4.31748811353631,4.653960350157523
"Medan Sunggal, Medan",20.985630102183134,Rumah,3.0,3.0,1.0,4.574710978503383,4.795790545596741
"Medan Perjuangan, Medan",20.94640938906062,Ruko,0.0,4.0,0.0,4.394449154672439,5.707110264748875
"Medan Selayang, Medan",22.109560198316302,Rumah,5.0,4.0,0.0,5.953243334287785,6.2166061010848646
"Medan Tuntungan, Medan",20.161146920547257,Rumah,2.0,1.0,1.0,4.663439094112067,4.02535169073515
"Medan Kota, Medan",21.311052502404085,Ruko,0.0,3.0,0.0,5.062595033026967,4.61512051684126
"Medan Timur, Medan",20.560746908625106,Rumah,2.0,2.0,0.0,3.8918202981106265,3.8918202981106265
"Medan Perjuangan, Medan",20.589734445464746,Rumah,3.0,3.0,0.0,4.110873864173311,3.970291913552122
"Medan Perjuangan, Medan",20.330223250318287,Rumah,4.0,2.0,0.0,4.110873864173311,3.970291913552122
"Medan Selayang, Medan",21.511723197765228,Rumah,4.0,5.0,1.0,5.198497031265826,5.860786223465865
"Medan Kota, Medan",21.12873094572124,Ruko,0.0,0.0,0.0,4.174387269895637,5.262690188904886
"Medan Timur, Medan",21.02337043013749,Ruko,0.0,0.0,0.0,3.970291913552122,5.056245805348308
"Medan Area, Medan",20.29248292239242,Rumah,0.0,0.0,0.0,3.8918202981106265,4.61512051684126
"Medan Johor, Medan",20.706119679128733,Rumah,3.0,3.0,0.0,4.204692619390966,4.51085950651685
"Medan Barat, Medan",20.72326583794641,Ruko,0.0,0.0,0.0,4.48863636973214,5.3981627015177525
"Medan Maimun, Medan",21.821878125947855,Ruko,0.0,0.0,0.0,4.110873864173311,5.351858133476067
"Medan Barat, Medan",21.311052502404085,Ruko,0.0,0.0,0.0,4.110873864173311,5.198497031265826
"Medan Area, Medan",21.12873094572124,Ruko,0.0,0.0,0.0,4.564348191467836,5.814130531825066
"Medan Perjuangan, Medan",21.511723197765228,Ruko,0.0,0.0,0.0,4.23410650459726,5.476463551931511
"Medan Barat, Medan",21.511723197765228,Ruko,0.0,0.0,0.0,4.727387818712341,5.579729825986222
"Medan Perjuangan, Medan",21.161520768522728,Ruko,0.0,3.0,0.0,4.442651256490317,5.53338948872752
"Medan Johor, Medan",22.181880859878486,Ruko,0.0,3.0,0.0,4.859812404361672,5.953243334287785
"Medan Timur, Medan",21.05973807428191,Ruko,0.0,0.0,0.0,3.970291913552122,5.209486152841421
"Medan Deli, Medan",21.38078584038134,Rumah,3.0,3.0,2.0,4.574710978503383,4.795790545596741
"Medan Johor, Medan",22.181880859878486,Ruko,0.0,3.0,0.0,4.859812404361672,5.953243334287785
"Medan Johor, Medan",22.181880859878486,Ruko,0.0,3.0,0.0,4.859812404361672,5.953243334287785
"Medan Kota, Medan",21.02337043013749,Ruko,0.0,3.0,0.0,4.394449154672439,4.795790545596741
"Medan Kota, Medan",20.560746908625106,Rumah,2.0,2.0,0.0,3.8066624897703196,4.709530201312334
"Medan Timur, Medan",20.241999017040087,Rumah,0.0,0.0,0.0,3.7612001156935624,4.51085950651685
"Medan Maimun, Medan",20.72326583794641,Ruko,0.0,3.0,0.0,4.174387269895637,4.174387269895637
"Medan Kota, Medan",22.28141045520349,Ruko,0.0,3.0,0.0,5.231108616854587,6.042632833682381
"Medan Kota, Medan",22.33270374958051,Ruko,0.0,6.0,0.0,4.343805421853684,5.926926025970411
"Medan Perjuangan, Medan",21.556174960316298,Ruko,0.0,3.0,0.0,4.532599493153256,4.290459441148391
"Medan Tuntungan, Medan",20.36659089443625,Rumah,0.0,0.0,0.0,4.330733340286331,4.007333185232471
"Medan Amplas, Medan",21.253894088596816,Rumah,5.0,2.0,0.0,6.0473721790462776,5.017279836814924
"Medan Sunggal, Medan",20.650695145186845,Rumah,4.0,4.0,1.0,4.574710978503383,4.290459441148391
"Medan Sunggal, Medan",20.650695145186845,Rumah,4.0,4.0,1.0,4.574710978503383,4.290459441148391
"Medan Sunggal, Medan",20.650695145186845,Rumah,4.0,4.0,1.0,4.574710978503383,4.290459441148391
"Medan Timur, Medan",21.752885254484713,Apartemen,3.0,3.0,0.0,4.948759890378168,4.948759890378168
"Medan Sunggal, Medan",20.21244021484709,Ruko,0.0,3.0,0.0,4.23410650459726,4.948759890378168
"Medan Barat, Medan",20.94640938906062,Rumah,3.0,3.0,0.0,3.970291913552122,5.030437921392435
"Medan Timur, Medan",21.416413018006356,Rumah,3.0,3.0,1.0,5.298317366548036,5.700443573390687
"Medan Maimun, Medan",20.985630102183134,Ruko,0.0,3.0,0.0,4.143134726391533,5.081404364984463
"Medan Johor, Medan",21.12873094572124,Rumah,3.0,2.0,0.0,5.293304824724492,5.293304824724492
"Medan Helvetia, Medan",19.755681813316283,Rumah,2.0,1.0,0.0,4.110873864173311,3.9318256327243257
"Medan Denai, Medan",20.500122286882203,Rumah,3.0,2.0,0.0,4.574710978503383,4.795790545596741
"Medan Denai, Medan",21.716517610327063,Rumah,4.0,3.0,2.0,5.111987788356544,5.181783550292085
"Medan Perjuangan, Medan",19.85576527162264,Apartemen,1.0,1.0,0.0,3.2188758248682006,3.2188758248682006
"Medan Baru, Medan",21.678777282358464,Ruko,0.0,0.0,0.0,4.574710978503383,5.262690188904886
"Medan Sunggal, Medan",20.697948029987764,Rumah,3.0,3.0,1.0,4.442651256490317,5.1298987149230735
"Medan Kota, Medan",21.365119723645122,Rumah,3.0,2.0,0.0,4.48863636973214,5.262690188904886
"Medan Timur, Medan",20.337603357605015,Rumah,2.0,1.0,0.0,4.442651256490317,4.290459441148391
"Medan Marelan, Medan",19.804471977360404,Rumah,2.0,1.0,0.0,4.290459441148391,4.02535169073515
"Medan Helvetia, Medan",21.886416647064593,Rumah,3.0,3.0,0.0,5.081404364984463,5.081404364984463
"Medan Area, Medan",20.617905322399697,Rumah,4.0,5.0,2.0,5.82600010738045,5.3981627015177525
"Medan Tembung, Medan",20.9055873945737,Ruko,0.0,3.0,0.0,4.1588830833596715,5.3981627015177525
"Medan Timur, Medan",22.227343233944907,Rumah,3.0,3.0,0.0,4.976733742420574,5.081404364984463
"Medan Deli, Medan",21.976028805727495,Rumah,3.0,3.0,1.0,4.859812404361672,4.48863636973214
"Medan Tembung, Medan",20.818576017659826,Rumah,3.0,4.0,1.0,3.8918202981106265,4.997212273764115
"Medan Deli, Medan",20.330223250318287,Ruko,0.0,2.0,0.0,3.8918202981106265,3.8918202981106265
"Medan Deli, Medan",20.330223250318287,Ruko,0.0,2.0,0.0,3.8918202981106265,3.8918202981106265
"Medan Timur, Medan",21.282881625453264,Ruko,0.0,3.0,0.0,4.394449154672439,4.174387269895637
"Medan Deli, Medan",20.330223250318287,Ruko,0.0,2.0,0.0,3.8918202981106265,3.8918202981106265
"Medan Timur, Medan",20.71825329612789,Ruko,0.0,1.0,0.0,4.394449154672439,4.9344739331306915
"Medan Timur, Medan",20.71825329612789,Ruko,0.0,1.0,0.0,4.394449154672439,4.9344739331306915
"Medan Timur, Medan",20.71825329612789,Ruko,0.0,1.0,0.0,4.394449154672439,4.9344739331306915
"Medan Denai, Medan",20.560746908625106,Rumah,2.0,2.0,0.0,3.8066624897703196,4.709530201312334
"Medan Petisah, Medan",22.66917598614458,Ruko,0.0,4.0,0.0,4.23410650459726,5.666426688112432
"Medan Maimun, Medan",21.465203182151978,Ruko,0.0,3.0,0.0,4.174387269895637,5.41610040220442
"Medan Kota, Medan",22.920490414393743,Ruko,0.0,6.0,0.0,4.59511985013459,5.2832037287379885
"Medan Selayang, Medan",21.09482939406855,Rumah,3.0,3.0,1.0,5.198497031265826,5.198497031265826
"Medan Amplas, Medan",20.103369119984794,Rumah,2.0,2.0,1.0,4.110873864173311,4.394449154672439
"Medan Sunggal, Medan",21.05973807428191,Rumah,3.0,2.0,1.0,5.081404364984463,5.41610040220442
"Medan Area, Medan",20.617905322399697,Rumah,3.0,3.0,0.0,4.709530201312334,5.648974238161206
"Medan Tuntungan, Medan",20.373708362194982,Rumah,3.0,2.0,1.0,4.897839799950911,4.2626798770413155
"Medan Timur, Medan",21.886416647064593,Rumah,3.0,3.0,0.0,4.795790545596741,5.176149732573829
"Medan Area, Medan",21.416413018006356,Ruko,0.0,4.0,0.0,4.406719247264253,5.648974238161206
"Medan Timur, Medan",22.134252810900577,Ruko,0.0,3.0,0.0,5.056245805348308,4.795790545596741
"Medan Perjuangan, Medan",20.36659089443625,Rumah,3.0,2.0,0.0,5.53338948872752,5.198497031265826
"Medan Perjuangan, Medan",20.36659089443625,Rumah,3.0,2.0,0.0,5.53338948872752,5.198497031265826
"Medan Sunggal, Medan",19.806975107572256,Rumah,1.0,1.0,0.0,5.303304908059076,4.51085950651685
"Medan Polonia, Medan",21.09482939406855,Ruko,0.0,0.0,0.0,4.174387269895637,5.262690188904886
"Medan Johor, Medan",20.59543246657289,Ruko,0.0,0.0,0.0,4.2626798770413155,4.948759890378168
"Medan Helvetia, Medan",21.05973807428191,Rumah,6.0,3.0,2.0,6.025865973825314,5.303304908059076
"Medan Polonia, Medan",23.208172486817745,Rumah,5.0,4.0,3.0,6.255750041753367,5.993961427306569
"Medan Selayang, Medan",21.639556569220566,Rumah,3.0,3.0,0.0,5.484796933490655,5.303304908059076
"Medan Kota, Medan",21.534196053607186,Ruko,0.0,3.0,0.0,4.23410650459726,5.153291594497779
"Medan Perjuangan, Medan",21.311052502404085,Rumah,4.0,2.0,0.0,4.836281906951478,4.859812404361672
"Medan Selayang, Medan",20.435583765827964,Rumah,3.0,2.0,0.0,5.5134287461649825,4.8283137373023015
"Medan Tembung, Medan",20.330223250318287,Rumah,1.0,1.0,0.0,3.970291913552122,4.875197323201151
"Medan Timur, Medan",22.66917598614458,Ruko,0.0,4.0,0.0,5.25227342804663,6.501289670540389
"Medan Area, Medan",20.337603357605015,Rumah,3.0,2.0,0.0,3.8918202981106265,4.795790545596741
"Medan Sunggal, Medan",20.560746908625106,Ruko,0.0,3.0,0.0,4.174387269895637,4.795790545596741
"Medan Marelan, Medan",19.432281659267208,Rumah,2.0,1.0,0.0,4.442651256490317,4.110873864173311
"Medan Area, Medan",20.337603357605015,Rumah,3.0,2.0,0.0,3.8918202981106265,4.795790545596741
"Medan Sunggal, Medan",20.560746908625106,Ruko,0.0,3.0,0.0,4.174387269895637,4.795790545596741
"Medan Marelan, Medan",19.432281659267208,Rumah,2.0,1.0,0.0,4.442651256490317,4.110873864173311
"Medan Area, Medan",20.617905322399697,Rumah,4.0,5.0,0.0,5.82600010738045,5.3981627015177525
"Medan Denai, Medan",21.639556569220566,Rumah,4.0,1.0,0.0,5.863631175598097,5.049856007249537
"Medan Timur, Medan",21.821878125947855,Ruko,0.0,5.0,0.0,5.5254529391317835,5.303304908059076
"Medan Baru, Medan",21.365119723645122,Ruko,0.0,3.0,0.0,4.61512051684126,4.61512051684126
"Medan Tembung, Medan",19.89085659135181,Rumah,2.0,1.0,0.0,4.454347296253507,4.189654742026425
"Medan Helvetia, Medan",21.556174960316298,Rumah,4.0,5.0,0.0,6.20455776256869,5.303304908059076
"Medan Selayang, Medan",20.125428838008972,Rumah,4.0,2.0,0.0,5.1298987149230735,4.61512051684126
"Medan Sunggal, Medan",21.556174960316298,Rumah,5.0,4.0,0.0,5.420534999272286,5.771441123130016
"Medan Helvetia, Medan",21.465203182151978,Rumah,6.0,4.0,0.0,5.303304908059076,5.017279836814924
"Medan Timur, Medan",20.394761771363264,Rumah,3.0,2.0,1.0,4.663439094112067,4.795790545596741
"Medan Maimun, Medan",20.125428838008972,Rumah,3.0,2.0,0.0,5.043425116919247,4.890349128221754
"Medan Tembung, Medan",20.030118658386467,Rumah,2.0,1.0,1.0,4.574710978503383,4.394449154672439
"Medan Sunggal, Medan",21.511723197765228,Ruko,0.0,2.0,0.0,4.574710978503383,5.332718793265369
