iter	RMSE
706	0.3614082605
707	0.3613570792
708	0.3613078218
709	0.361266518
710	0.3612591204
711	0.3611652134
712	0.3611572359
713	0.3611187741
714	0.3610588198
715	0.3609714436
716	0.3608658047
717	0.3608632352
718	0.3607773216
719	0.3607172099
720	0.3606390684
721	0.3605844492
722	0.3605599473
723	0.360478813
724	0.360405488
725	0.3603516988
726	0.3602593587
727	0.3602266951
728	0.3601701731
729	0.3601156165
730	0.3600294136
731	0.3599601147
732	0.3599146088
733	0.3598416817
734	0.3597930755
735	0.3597026904
736	0.3597011183
737	0.3596276782
738	0.3595824206
739	0.359570682
740	0.3595007172
741	0.3594849311
742	0.3593871223
743	0.3592032997
744	0.3591388683
745	0.3591242576
746	0.3590200513
747	0.3589554618
748	0.3589274231
749	0.3588689986
750	0.3588487942
751	0.358827539
752	0.3588019206
753	0.3587415799
754	0.3586748487
755	0.3586220364
756	0.3585671726
757	0.3584996024
758	0.3584683498
759	0.3584582502
760	0.3583728895
761	0.3583251632
762	0.3582491342
763	0.3582018011
764	0.3581327885
765	0.3580897427
766	0.3579778369
767	0.357967301
768	0.3579262069
769	0.3578461924
770	0.3577753049
771	0.3577405776
772	0.3577229174
773	0.3576684157
774	0.3576272808
775	0.3575450219
776	0.3574647972
777	0.3574538148
778	0.3574280522
779	0.3573630925
780	0.3572822083
781	0.3572735095
782	0.3571862337
783	0.3570439538
784	0.3570261395
785	0.3569951202
786	0.3569421671
787	0.3569339634
788	0.356858502
789	0.3567985937
790	0.3567789332
791	0.3567080048
792	0.3566485055
793	0.3565669826
794	0.3565002154
795	0.3564054264
796	0.3563219568
797	0.3562925003
798	0.356228846
799	0.3561371529
800	0.3560695004
801	0.3560595461
802	0.3559613653
803	0.3559465744
804	0.3558647482
805	0.3558083922
806	0.3557898206
807	0.3557376723
808	0.3557242156
809	0.3556833635
810	0.3556687975
811	0.3555603361
812	0.3555186141
813	0.355453102
814	0.3554383962
815	0.3554166018
816	0.3553827157
817	0.3553336653
818	0.3553047034
819	0.3552499506
820	0.3552166956
821	0.3550992524
822	0.3549642615
823	0.3548955081
824	0.3548885405
825	0.35482005
826	0.354769142
827	0.3547450752
828	0.3547214086
829	0.3546943845
830	0.3546438611
831	0.35456142
832	0.3544745366
833	0.3544736603
834	0.3544442236
835	0.3543841121
836	0.3543486721
837	0.3542793198
838	0.3542744775
839	0.3542697572
840	0.3542620573
841	0.3541664382
842	0.3541526329
843	0.3541265487
844	0.354068889
845	0.3540158819
846	0.3539718103
847	0.3539511635
848	0.3539015055
849	0.3538464601
850	0.3537877183
851	0.353684037
852	0.3535888378
853	0.3534811646
854	0.3534043119
855	0.3532993028
856	0.3532784491
857	0.3532728683
858	0.3532235834
859	0.3531539524
860	0.3530877351
861	0.3530352043
862	0.3529886973
863	0.3529870038
864	0.3529727628
865	0.3529089462
866	0.3528414033
867	0.3527564409
868	0.3527340825
869	0.3526989662
870	0.3526528949
871	0.3525898677
872	0.3525549169
873	0.3525528212
874	0.3524988437
875	0.3524353234
876	0.3523824572
877	0.3523011418
878	0.3522392789
879	0.352207141
880	0.35212275
881	0.3520624201
882	0.3519806354
883	0.3519397104
884	0.3519007293
885	0.3518905287
886	0.3518361415
887	0.3517066191
888	0.3516590221
889	0.3516341255
890	0.3516240544
891	0.3516089898
892	0.3516054799
893	0.3514958631
894	0.3514605496
895	0.3514140332
896	0.3512961908
897	0.3512921873
898	0.3512623991
899	0.351195023
900	0.3511939774
901	0.3511564856
902	0.3510953525
903	0.3510932348
904	0.3510407186
905	0.3510381703
906	0.3510005751
907	0.3509907157
908	0.3509370733
909	0.3508902868
910	0.3508660304
911	0.3508087132
912	0.3507251342
913	0.3506443778
914	0.3506256024
915	0.3505239393
916	0.3504926779
917	0.3503854462
918	0.3502672988
919	0.3501634879
920	0.3500793192
921	0.3500742146
922	0.349981308
923	0.3499361704
924	0.3499106009
925	0.3498047435
926	0.3497887973
927	0.3497420912
928	0.3496870285
929	0.3496244245
930	0.3495963992
931	0.3495059901
932	0.3494748421
933	0.3493774511
934	0.3492314709
935	0.3492267297
936	0.3491522252
937	0.3490317093
938	0.3490088909
939	0.3489543106
940	0.3489252088
941	0.3489035245
942	0.348808843
943	0.3487585052
944	0.3486745978
945	0.3486223429
946	0.3485920739
947	0.3485337637
948	0.3484797594
949	0.3484029097
950	0.3483558392
951	0.3482598314
952	0.3482377186
953	0.348192173
954	0.3481286689
955	0.3480651209
956	0.3480500446
957	0.3479502992
958	0.3479000202
959	0.3478755792
960	0.3478445181
961	0.3477839579
962	0.3477084308
963	0.3476228682
964	0.347534735
965	0.3474260358
966	0.3473616614
967	0.3472978833
968	0.3472848081
969	0.3472785084
970	0.3472480665
971	0.3471665129
972	0.3471419272
973	0.3470495011
974	0.3470440934
975	0.3470150334
976	0.3469605235
977	0.3469502387
978	0.3468732284
979	0.3468586919
980	0.3468060962
981	0.3467886486
982	0.3467624275
983	0.3467173563
984	0.3466480288
985	0.3465381008
986	0.3465243709
987	0.3464359806
988	0.3463793939
989	0.3463612385
990	0.346260801
991	0.3461948288
992	0.3461311212
993	0.3460523179
994	0.3460062793
995	0.3459176406
996	0.3458583614
997	0.3458473541
998	0.3457315816
999	0.345584633
